id,Name,service_type_id (Name),calculate_type,standard_price,branch_id,booking_day_mon,booking_day_tue,booking_day_wed,booking_day_thu,booking_day_fri,booking_day_sat,booking_day_sun,start_booking_time,end_booking_time,reserve_booking_duration,start_date,end_date,is_used_application,fix_days,fix_return_time,status,created_at,updated_at,deleted_at,created_by,updated_by,deleted_by
,ลิมูซีน Agency - (Toyota Camry) to Rayong ,ลิมูซีน ,FIXED,3420,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Camry) to Cha-am ,ลิมูซีน ,FIXED,4050,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Camry) to Huahin ,ลิมูซีน ,FIXED,4950,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Camry) to Khao Yai ,ลิมูซีน ,FIXED,4950,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Bangkok Downtown / City Area ,ลิมูซีน ,FIXED,2070,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Donmuang Airport ,ลิมูซีน ,FIXED,2250,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Bangkok Politan Region ,ลิมูซีน ,FIXED,2430,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Samutsongkram ,ลิมูซีน ,FIXED,2700,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Samutsakorn ,ลิมูซีน ,FIXED,2700,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Chachoengsao ,ลิมูซีน ,FIXED,3150,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Chonburi / Sriracha / Leamchabang ,ลิมูซีน ,FIXED,3600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Ayutthaya ,ลิมูซีน ,FIXED,3600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Pattaya ,ลิมูซีน ,FIXED,3600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Rayong ,ลิมูซีน ,FIXED,3870,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Cha-am ,ลิมูซีน ,FIXED,4320,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Huahin ,ลิมูซีน ,FIXED,5220,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Commuter) to Khao Yai ,ลิมูซีน ,FIXED,5220,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Bangkok Downtown / City Area ,ลิมูซีน ,FIXED,2600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Donmuang Airport ,ลิมูซีน ,FIXED,2700,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Bangkok Politan Region ,ลิมูซีน ,FIXED,3100,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Samutsongkram ,ลิมูซีน ,FIXED,3500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Samutsakorn ,ลิมูซีน ,FIXED,3500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Chachoengsao ,ลิมูซีน ,FIXED,4000,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Chonburi / Sriracha / Leamchabang ,ลิมูซีน ,FIXED,5000,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Ayutthaya ,ลิมูซีน ,FIXED,5000,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Pattaya ,ลิมูซีน ,FIXED,5000,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Rayong ,ลิมูซีน ,FIXED,5500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Cha-am ,ลิมูซีน ,FIXED,6000,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Huahin ,ลิมูซีน ,FIXED,6500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Majesty /Hyundai ) to Khao Yai ,ลิมูซีน ,FIXED,6500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Bangkok Downtown / City Area ,ลิมูซีน ,FIXED,2340,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Donmuang Airport ,ลิมูซีน ,FIXED,2430,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Bangkok Politan Region ,ลิมูซีน ,FIXED,2790,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Samutsongkram ,ลิมูซีน ,FIXED,3150,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Samutsakorn ,ลิมูซีน ,FIXED,3150,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Chachoengsao ,ลิมูซีน ,FIXED,3600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Chonburi / Sriracha / Leamchabang ,ลิมูซีน ,FIXED,4500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Ayutthaya ,ลิมูซีน ,FIXED,4500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Pattaya ,ลิมูซีน ,FIXED,4500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Rayong ,ลิมูซีน ,FIXED,4950,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Cha-am ,ลิมูซีน ,FIXED,5400,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Huahin ,ลิมูซีน ,FIXED,5850,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB E-Class / BMW Series 5 ) to Khao Yai ,ลิมูซีน ,FIXED,5850,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Bangkok Downtown / City Area ,ลิมูซีน ,FIXED,3150,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Donmuang Airport ,ลิมูซีน ,FIXED,3330,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Bangkok Politan Region ,ลิมูซีน ,FIXED,3510,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Samutsongkram ,ลิมูซีน ,FIXED,3780,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Samutsakorn ,ลิมูซีน ,FIXED,3780,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Chachoengsao ,ลิมูซีน ,FIXED,4050,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Chonburi / Sriracha / Leamchabang ,ลิมูซีน ,FIXED,4950,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Ayutthaya ,ลิมูซีน ,FIXED,4950,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Pattaya ,ลิมูซีน ,FIXED,4950,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Rayong ,ลิมูซีน ,FIXED,5400,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Cha-am ,ลิมูซีน ,FIXED,6300,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Huahin ,ลิมูซีน ,FIXED,6750,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (Toyota Alphard / Vellfire ) to Khao Yai ,ลิมูซีน ,FIXED,6750,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Bangkok Downtown / City Area ,ลิมูซีน ,FIXED,3420,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Donmuang Airport ,ลิมูซีน ,FIXED,3600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Bangkok Politan Region ,ลิมูซีน ,FIXED,3780,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Samutsongkram ,ลิมูซีน ,FIXED,4050,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Samutsakorn ,ลิมูซีน ,FIXED,4050,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Chachoengsao ,ลิมูซีน ,FIXED,4320,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Chonburi / Sriracha / Leamchabang ,ลิมูซีน ,FIXED,5400,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Ayutthaya ,ลิมูซีน ,FIXED,5400,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Pattaya ,ลิมูซีน ,FIXED,5400,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Rayong ,ลิมูซีน ,FIXED,6300,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Cha-am ,ลิมูซีน ,FIXED,7200,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Huahin ,ลิมูซีน ,FIXED,7650,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - (MB S-Class / Benz Vito) to Khao Yai ,ลิมูซีน ,FIXED,7650,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - One Day Trip (12 Hrs./Day) - Toyota Camry,ลิมูซีน ,FIXED,4050,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - One Day Trip (12 Hrs./Day) - Toyota Commuter,ลิมูซีน ,FIXED,1800,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - One Day Trip (12 Hrs./Day) - Toyota Majesty /Hyundai,ลิมูซีน ,FIXED,3500,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - One Day Trip (12 Hrs./Day) - MB E-Class / BMW Series 5,ลิมูซีน ,FIXED,6000,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - One Day Trip (12 Hrs./Day) - Toyota Alphard / Vellfire,ลิมูซีน ,FIXED,6400,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,ลิมูซีน Agency - One Day Trip (12 Hrs./Day) - MB S-Class / Benz Vit,ลิมูซีน ,FIXED,9600,สาขากรุงเทพฯ,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Bangkok) 30 minutes sightseeing ,เรือ,FIXED,8560,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Bangkok) 1 Hour sightseeing ,เรือ,FIXED,14980,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Bangkok) 3 Hours + 1 Stop (08:00 - 16:00) ,เรือ,FIXED,24610,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Bangkok) 4 Hours + 2 Stops (08:00 - 16:00) ,เรือ,FIXED,29960,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Bangkok) Sunset Cruise 1 Hour (17:30 - 18:30) ,เรือ,FIXED,19260,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Bangkok) Sunset Cruise 3 Hour + 1 Stop (17:00-20:00) ,เรือ,FIXED,25680,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Nontaburi) Bangkok - Nonthaburi 5 Hours,เรือ,FIXED,34240,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
,เรือ (Nontaburi-Pathumthani) Bangkok - Nonthaburi - Pathumthani 6 Hours,เรือ,FIXED,33705,สาขาพระประแดง,1,1,1,1,1,1,1,6:00:00,23:59:00,24,1/1/2022,12/7/2026,1,NULL,NULL,1,2023-03-07 13:06:12,2023-03-07 13:06:12,NULL,NULL,NULL,NULL
